Message,Category,Priority
Can this be escalated for office internet connection issues? I need an update soon.,Network,High
Our team is stuck because of a production API failure. Customers are affected right now.,Technical,Urgent
Something seems wrong with a sync problem. The issue is slowing me down.,Technical,Medium
Can you point me to the right steps for reviewing login history? I'm just checking before I continue.,Security,Low
Our team is stuck because of a company card charge that needs reversal now. Nobody can continue until this is fixed.,Billing,Urgent
A complete service outage is causing an active incident. Nobody can continue until this is fixed.,Outage,Urgent
This is urgent: a large duplicate charge. We cannot wait until tomorrow.,Billing,Urgent
I have a quick question about exporting data to Excel. This is not blocking me.,Product,Low
A possible data breach is causing an active incident. Our whole team is stuck.,Security,Urgent
Something seems wrong with file upload errors. The issue is slowing me down.,Technical,Medium
I need someone to look at API downtime during business hours today. This is holding up a delivery.,Outage,High
Please escalate packet loss affecting customer calls immediately. This needs attention right now.,Network,Urgent
I need some basic info about security settings for my account. I'm setting this up today.,Security,Low
I need help with the dashboard loading slowly for users. I can work around it for now.,Outage,Medium
A duplicate charge is stopping an important task. This is affecting a customer task.,Billing,High
A broken integration used by my team is blocking my work. This is affecting a customer task.,Technical,High
I need help with a question about the service. It only affects one user so far.,General,Medium
The app crashing for every user is causing an active incident. This is happening during business hours.,Technical,Urgent
I need help with password reset. It started this morning.,Account,Medium
Could you help me troubleshoot product settings not matching the guide? It started after the last update.,Product,Medium
Can you help with a suspicious admin permission change as soon as possible? I already tried the basic steps.,Security,High
Could you help me troubleshoot a renewal reminder that looks wrong? I can still do some work.,Subscription,Medium
